Dataset,Repeat,Fold,Method,Accuracy,Balanced_Accuracy,GMean,F1,MCC,ROC_AUC,Sensitivity,Specificity,Minority_Recall,TN,FP,FN,TP
abalone19,2,2,Cluster US,0.7225682798275036,0.612143891839691,0.6017839245440934,0.02689075630252101,0.04369338661411652,0.697564582327378,0.5,0.724287783679382,0.5,1500,571,8,8
abalone19,2,2,SMOTE,0.9214183037853378,0.49527704007725737,0.24083890883671014,0.012048192771084338,-0.003189949860472413,0.680045871559633,0.0625,0.9280540801545147,0.0625,1922,149,15,1
abalone19,2,2,Residual-Guided GMM,0.8423574508864399,0.6104840656687591,0.5632388918137394,0.03519061583577713,0.05315388974669248,0.7262192177691936,0.375,0.8459681313375181,0.375,1752,319,10,6
abalone19,3,1,Original GB,0.9904168663152851,0.49903428295509417,0.0,0.0,-0.0038517252674300983,0.77746257846451,0.0,0.9980685659101883,0.0,2067,4,16,0
abalone19,3,1,Random US,0.6492573071394346,0.5752052148720426,0.5702676694956874,0.0213903743315508,0.027491776511150298,0.6297833172380493,0.5,0.650410429744085,0.5,1347,724,8,8
abalone19,3,1,Cluster US,0.7546717776712986,0.7213453645581844,0.7205509185807091,0.04119850187265917,0.0893869494445469,0.7619054804442298,0.6875,0.7551907291163689,0.6875,1564,507,5,11
abalone19,3,1,SMOTE,0.9199808337326306,0.6185870352486722,0.5375505995070791,0.05649717514124294,0.07753113978687025,0.7363290680830517,0.3125,0.9246740704973443,0.3125,1915,156,11,5
abalone19,3,1,Residual-Guided GMM,0.753713464302827,0.7828796475132787,0.7823191019073212,0.04814814814814815,0.11379851795790069,0.8093010622887494,0.8125,0.7532592950265572,0.8125,1560,511,3,13
abalone19,3,2,Original GB,0.9880210828941064,0.49782713664896183,0.0,0.0,-0.005784534624708935,0.7860785852245291,0.0,0.9956542732979237,0.0,2062,9,16,0
abalone19,3,2,Random US,0.6732151413512218,0.6182852486721391,0.6157634730610094,0.025714285714285714,0.043959600535327784,0.6419302269435055,0.5625,0.6740704973442782,0.5625,1396,675,7,9
abalone19,3,2,Cluster US,0.7623382846190704,0.6321825205214873,0.6182091236155345,0.03125,0.05417240757922388,0.749215354901014,0.5,0.7643650410429744,0.5,1583,488,8,8
abalone19,3,2,SMOTE,0.9103977000479156,0.6447670207629165,0.5856195570267333,0.06030150753768844,0.08928749862934822,0.8247072670207629,0.375,0.914534041525833,0.375,1894,177,10,6
abalone19,3,2,Residual-Guided GMM,0.7920459990416866,0.7091682761950748,0.7041557677416578,0.04405286343612335,0.08960422144157756,0.7900470787059393,0.625,0.7933365523901497,0.625,1643,428,6,10
winequality-red-4,1,1,Original GB,0.95625,0.5663121077092617,0.38190091157560463,0.18604651162790697,0.17107101575928618,0.7057160653538402,0.14814814814814814,0.9844760672703752,0.14814814814814814,761,12,23,4
winequality-red-4,1,1,Random US,0.6725,0.616070145177519,0.6130908645722384,0.10273972602739725,0.08906812795765705,0.6801782377461549,0.5555555555555556,0.6765847347994826,0.5555555555555556,523,250,12,15
winequality-red-4,1,1,Cluster US,0.53375,0.5978870202673566,0.5939177125203158,0.08801955990220049,0.07077940556238844,0.6513583441138422,0.6666666666666666,0.5291073738680466,0.6666666666666666,409,364,9,18
winequality-red-4,1,1,SMOTE,0.89375,0.5875856451535624,0.48729731654926367,0.1414141414141414,0.11053571381156459,0.6548799770015812,0.25925925925925924,0.9159120310478654,0.25925925925925924,708,65,20,7
winequality-red-4,1,1,Residual-Guided GMM,0.6325,0.631114944180921,0.6311131963516297,0.10365853658536585,0.09775079507382653,0.6808969383354895,0.6296296296296297,0.6326002587322122,0.6296296296296297,489,284,10,17
winequality-red-4,1,2,Original GB,0.9624530663329162,0.5159966165787641,0.1954808366267837,0.0625,0.06575402359086552,0.775997611702657,0.038461538461538464,0.9935316946959897,0.038461538461538464,768,5,25,1
winequality-red-4,1,2,Random US,0.6145181476846058,0.6706886257339039,0.6679921807831448,0.10982658959537572,0.12361416867742968,0.7124091949447706,0.7307692307692307,0.610608020698577,0.7307692307692307,472,301,7,19
winequality-red-4,1,2,Cluster US,0.5969962453066333,0.624465120907553,0.6237735503638686,0.09550561797752809,0.08970376897248125,0.7147726141904667,0.6538461538461539,0.5950840879689522,0.6538461538461539,460,313,9,17
winequality-red-4,1,2,SMOTE,0.9073842302878599,0.5804557667429595,0.4633014393500749,0.13953488372093023,0.10833424231534224,0.7063389391979302,0.23076923076923078,0.9301423027166882,0.23076923076923078,719,54,20,6
winequality-red-4,1,2,Residual-Guided GMM,0.5894868585732165,0.6949198925266196,0.6857084215662705,0.11351351351351352,0.13969397012530496,0.7403224201413074,0.8076923076923077,0.5821474773609314,0.8076923076923077,450,323,5,21
winequality-red-4,2,1,Original GB,0.955,0.5120502132145082,0.1912012115830181,0.05263157894736842,0.03737330557749201,0.6937856355708878,0.037037037037037035,0.9870633893919794,0.037037037037037035,763,10,26,1
winequality-red-4,2,1,Random US,0.79125,0.6060322936131474,0.57255855201173,0.1164021164021164,0.09529539925087087,0.6505677734655742,0.4074074074074074,0.8046571798188874,0.4074074074074074,622,151,16,11
winequality-red-4,2,1,Cluster US,0.68,0.5305926884193378,0.5058234966893848,0.07246376811594203,0.02386403049099363,0.5813569067126636,0.37037037037037035,0.6908150064683053,0.37037037037037035,534,239,17,10
winequality-red-4,2,1,SMOTE,0.9125,0.5436730391452254,0.37301532689040534,0.10256410256410256,0.06456379393354833,0.6732547554022328,0.14814814814814814,0.9391979301423027,0.14814814814814814,726,47,23,4
winequality-red-4,2,1,Residual-Guided GMM,0.7775,0.598917157778736,0.5674731512542869,0.11,0.08677935779885752,0.6757222940922811,0.4074074074074074,0.7904269081500647,0.4074074074074074,611,162,16,11
winequality-red-4,2,2,Original GB,0.9599499374217773,0.514702955517962,0.1952261383601459,0.058823529411764705,0.052405615329387034,0.7019603940690615,0.038461538461538464,0.9909443725743855,0.038461538461538464,766,7,25,1
winequality-red-4,2,2,Random US,0.6057571964956195,0.6661608120210967,0.6630203463691537,0.10764872521246459,0.11991959327612925,0.7388297343019206,0.7307692307692307,0.6015523932729625,0.7307692307692307,465,308,7,19
winequality-red-4,2,2,Cluster US,0.4518147684605757,0.6609364115832421,0.6219362163275418,0.09504132231404959,0.11546511746109876,0.7730868743158523,0.8846153846153846,0.4372574385510996,0.8846153846153846,338,435,3,23
winequality-red-4,2,2,SMOTE,0.8986232790988736,0.5387600756294159,0.3769664333991062,0.0898876404494382,0.05103661363445715,0.7012140511493681,0.15384615384615385,0.9236739974126779,0.15384615384615385,714,59,22,4
winequality-red-4,2,2,Residual-Guided GMM,0.5506883604505632,0.6191163299830829,0.6147747998517744,0.09113924050632911,0.08478720322046814,0.7105184595482139,0.6923076923076923,0.5459249676584734,0.6923076923076923,422,351,8,18
winequality-red-4,3,1,Original GB,0.9625,0.5338028843850319,0.27128387410211297,0.11764705882352941,0.13109006265897385,0.740141823582962,0.07407407407407407,0.9935316946959897,0.07407407407407407,768,5,25,2
winequality-red-4,3,1,Random US,0.69375,0.5913228882181016,0.5810315167843462,0.0959409594095941,0.07163890746222083,0.62713813425327,0.48148148148148145,0.7011642949547219,0.48148148148148145,542,231,14,13
winequality-red-4,3,1,Cluster US,0.57375,0.6007139092520722,0.6000175679794333,0.09066666666666667,0.07337231787956985,0.6476929711082363,0.6296296296296297,0.5717981888745148,0.6296296296296297,442,331,10,17
winequality-red-4,3,1,SMOTE,0.91,0.5602510660725408,0.41618126102650327,0.12195121951219512,0.08600166894600358,0.6914857936850175,0.18518518518518517,0.9353169469598965,0.18518518518518517,723,50,22,5
winequality-red-4,3,1,Residual-Guided GMM,0.6175,0.6590963537923434,0.6575851183810711,0.11046511627906977,0.11747857087995635,0.7187005893344832,0.7037037037037037,0.6144890038809832,0.7037037037037037,475,298,8,19
winequality-red-4,3,2,Original GB,0.9612015018773467,0.49676584734799484,0.0,0.0,-0.014553641675729406,0.6799432779381034,0.0,0.9935316946959897,0.0,768,5,26,0
winequality-red-4,3,2,Random US,0.6633291614518148,0.6773310777191761,0.677165481887321,0.1180327868852459,0.13200412315614146,0.7169370086575778,0.6923076923076923,0.6623544631306598,0.6923076923076923,512,261,8,18
winequality-red-4,3,2,Cluster US,0.6770963704630788,0.7030301522539556,0.7024826962291266,0.12837837837837837,0.15232010794549583,0.7254204398447607,0.7307692307692307,0.6752910737386805,0.7307692307692307,522,251,7,19
winequality-red-4,3,2,SMOTE,0.8873591989987485,0.663026171758384,0.6180841872219192,0.19642857142857142,0.18666794931788314,0.7217633595382625,0.4230769230769231,0.9029754204398448,0.4230769230769231,698,75,15,11
winequality-red-4,3,2,Residual-Guided GMM,0.6695869837296621,0.7177331077719176,0.715883234093525,0.13157894736842105,0.16221448363645988,0.7812717683351578,0.7692307692307693,0.666235446313066,0.7692307692307693,515,258,6,20
shuttle-2_vs_5,1,1,Original GB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,1,1,Random US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,1,1,Cluster US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,1,1,SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,1,1,Residual-Guided GMM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,1,2,Original GB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,1,2,Random US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,1,2,Cluster US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,1,2,SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,1,2,Residual-Guided GMM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,2,1,Original GB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,2,1,Random US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,2,1,Cluster US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,2,1,SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,2,1,Residual-Guided GMM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,2,2,Original GB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,2,2,Random US,0.9746682750301568,0.9871402327005512,0.9870564651533884,0.5434782608695652,0.602940699480441,1.0,1.0,0.9742804654011022,1.0,1591,42,0,25
shuttle-2_vs_5,2,2,Cluster US,0.9746682750301568,0.9871402327005512,0.9870564651533884,0.5434782608695652,0.602940699480441,1.0,1.0,0.9742804654011022,1.0,1591,42,0,25
shuttle-2_vs_5,2,2,SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,2,2,Residual-Guided GMM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,3,1,Original GB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,3,1,Random US,0.9957780458383595,0.9978580171358629,0.9978557181635659,0.8727272727272727,0.8779959736574853,1.0,1.0,0.9957160342717258,1.0,1627,7,0,24
shuttle-2_vs_5,3,1,Cluster US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,3,1,SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,3,1,Residual-Guided GMM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1634,0,0,24
shuttle-2_vs_5,3,2,Original GB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,3,2,Random US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,3,2,Cluster US,0.9764776839565742,0.9880587875076546,0.9879866269415337,0.5617977528089888,0.6174916418384585,1.0,1.0,0.9761175750153093,1.0,1594,39,0,25
shuttle-2_vs_5,3,2,SMOTE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
shuttle-2_vs_5,3,2,Residual-Guided GMM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1633,0,0,25
ecoli1,1,1,Original GB,0.9166666666666666,0.9089068825910931,0.9087964189927737,0.8292682926829268,0.7781811557527127,0.9501012145748988,0.8947368421052632,0.9230769230769231,0.8947368421052632,120,10,4,34
ecoli1,1,1,Random US,0.8690476190476191,0.8967611336032388,0.895332023999131,0.7659574468085106,0.704238182012342,0.900910931174089,0.9473684210526315,0.8461538461538461,0.9473684210526315,110,20,2,36
ecoli1,1,1,Cluster US,0.8809523809523809,0.9044534412955465,0.9034347414084791,0.782608695652174,0.7246239757580073,0.9338056680161944,0.9473684210526315,0.8615384615384616,0.9473684210526315,112,18,2,36
ecoli1,1,1,SMOTE,0.8928571428571429,0.902834008097166,0.9026501691880541,0.7954545454545454,0.7372140301015366,0.9471659919028341,0.9210526315789473,0.8846153846153846,0.9210526315789473,115,15,3,35
ecoli1,1,1,Residual-Guided GMM,0.8988095238095238,0.915991902834008,0.915454357224839,0.8089887640449438,0.7570077548862094,0.9492914979757086,0.9473684210526315,0.8846153846153846,0.9473684210526315,115,15,2,36
ecoli1,1,2,Original GB,0.875,0.8023255813953488,0.7907736701585484,0.7123287671232876,0.6353897335672603,0.9330153051083284,0.6666666666666666,0.937984496124031,0.6666666666666666,121,8,13,26
ecoli1,1,2,Random US,0.8869047619047619,0.845855694692904,0.8423778706983805,0.759493670886076,0.6856730889958905,0.9348042138739814,0.7692307692307693,0.9224806201550387,0.7692307692307693,119,10,9,30
ecoli1,1,2,Cluster US,0.8928571428571429,0.8676207513416816,0.8663409323192154,0.7804878048780488,0.7113247802255537,0.9297356390379645,0.8205128205128205,0.9147286821705426,0.8205128205128205,118,11,7,32
ecoli1,1,2,SMOTE,0.8869047619047619,0.845855694692904,0.8423778706983805,0.759493670886076,0.6856730889958905,0.9496124031007752,0.7692307692307693,0.9224806201550387,0.7692307692307693,119,10,9,30
ecoli1,1,2,Residual-Guided GMM,0.8809523809523809,0.8509242695289206,0.8490761052804039,0.7560975609756098,0.6790180586581319,0.9467302723116676,0.7948717948717948,0.9069767441860465,0.7948717948717948,117,12,8,31
ecoli1,2,1,Original GB,0.8869047619047619,0.8617408906882591,0.8605148632995913,0.7654320987654321,0.6935884292159619,0.9518218623481781,0.8157894736842105,0.9076923076923077,0.8157894736842105,118,12,7,31
ecoli1,2,1,Random US,0.875,0.9006072874493927,0.8993925075244362,0.7741935483870968,0.7143182548271513,0.9410931174089069,0.9473684210526315,0.8538461538461538,0.9473684210526315,111,19,2,36
ecoli1,2,1,Cluster US,0.7738095238095238,0.751417004048583,0.7503035822832278,0.5869565217391305,0.4504419308765992,0.7554655870445344,0.7105263157894737,0.7923076923076923,0.7105263157894737,103,27,11,27
ecoli1,2,1,SMOTE,0.8809523809523809,0.8765182186234818,0.8764808175207153,0.7674418604651163,0.6973779695320637,0.9459514170040486,0.868421052631579,0.8846153846153846,0.868421052631579,115,15,5,33
ecoli1,2,1,Residual-Guided GMM,0.8988095238095238,0.915991902834008,0.915454357224839,0.8089887640449438,0.7570077548862094,0.9692307692307692,0.9473684210526315,0.8846153846153846,0.9473684210526315,115,15,2,36
ecoli1,2,2,Original GB,0.8928571428571429,0.8318425760286225,0.824008653101173,0.7567567567567568,0.6899687445588598,0.9300337904989069,0.717948717948718,0.9457364341085271,0.717948717948718,122,7,11,28
ecoli1,2,2,Random US,0.8690476190476191,0.8342277877161599,0.8316918836839806,0.7317073170731707,0.6467113370907102,0.83840190816935,0.7692307692307693,0.8992248062015504,0.7692307692307693,116,13,9,30
ecoli1,2,2,Cluster US,0.8869047619047619,0.8279666070363745,0.820624619694061,0.7466666666666667,0.674914199316779,0.9395746372490558,0.717948717948718,0.937984496124031,0.717948717948718,121,8,11,28
ecoli1,2,2,SMOTE,0.8869047619047619,0.8369111508646392,0.8316918836839806,0.7532467532467533,0.6800002385779311,0.9199960246471873,0.7435897435897436,0.9302325581395349,0.7435897435897436,120,9,10,29
ecoli1,2,2,Residual-Guided GMM,0.8988095238095238,0.8625521765056648,0.8598927974675409,0.7848101265822784,0.7187745484646576,0.9529914529914529,0.7948717948717948,0.9302325581395349,0.7948717948717948,120,9,8,31
ecoli1,3,1,Original GB,0.8511904761904762,0.8200404858299595,0.818065259762795,0.6987951807228916,0.6046994568647718,0.9326923076923077,0.7631578947368421,0.8769230769230769,0.7631578947368421,114,16,9,29
ecoli1,3,1,Random US,0.8392857142857143,0.858906882591093,0.8581592200539261,0.7157894736842105,0.6342731679725471,0.9076923076923077,0.8947368421052632,0.823076923076923,0.8947368421052632,107,23,4,34
ecoli1,3,1,Cluster US,0.8571428571428571,0.8425101214574899,0.8420862852112547,0.7209302325581395,0.6343889916388451,0.9229757085020243,0.8157894736842105,0.8692307692307693,0.8157894736842105,113,17,7,31
ecoli1,3,1,SMOTE,0.875,0.8633603238866396,0.8630986451472744,0.7529411764705882,0.6773129199588485,0.9421052631578946,0.8421052631578947,0.8846153846153846,0.8421052631578947,115,15,6,32
ecoli1,3,1,Residual-Guided GMM,0.8571428571428571,0.8518218623481781,0.8517664426792676,0.7272727272727273,0.643858283576116,0.945344129554656,0.8421052631578947,0.8615384615384616,0.8421052631578947,112,18,6,32
ecoli1,3,2,Original GB,0.8809523809523809,0.8151460942158617,0.8058373793340822,0.7297297297297297,0.6552533360275964,0.9483204134366925,0.6923076923076923,0.937984496124031,0.6923076923076923,121,8,12,27
ecoli1,3,2,Random US,0.8928571428571429,0.9033989266547406,0.9031845864150617,0.8,0.7408220046665419,0.913734843967402,0.9230769230769231,0.8837209302325582,0.9230769230769231,114,15,3,36
ecoli1,3,2,Cluster US,0.8988095238095238,0.8804412641621944,0.8797733757086786,0.7951807228915663,0.7306469733814452,0.9544822102961639,0.8461538461538461,0.9147286821705426,0.8461538461538461,118,11,6,33
ecoli1,3,2,SMOTE,0.8928571428571429,0.8765652951699463,0.8760375907831331,0.7857142857142857,0.7180234596945276,0.9499105545617172,0.8461538461538461,0.9069767441860465,0.8461538461538461,117,12,6,33
ecoli1,3,2,Residual-Guided GMM,0.8988095238095238,0.898330351818724,0.8983299065210449,0.8045977011494253,0.7445421901730782,0.9640230570463129,0.8974358974358975,0.8992248062015504,0.8974358974358975,116,13,4,35
glass1,1,1,Original GB,0.8037383177570093,0.7650648360030511,0.7533297557005156,0.6956521739130435,0.5592562078151937,0.8352402745995423,0.631578947368421,0.8985507246376812,0.631578947368421,62,7,14,24
glass1,1,1,Random US,0.7383177570093458,0.7379862700228832,0.737985383072924,0.6666666666666666,0.4601023043048442,0.7894736842105263,0.7368421052631579,0.7391304347826086,0.7368421052631579,51,18,10,28
glass1,1,1,Cluster US,0.719626168224299,0.7353165522501908,0.7333194645384359,0.6666666666666666,0.4506255368476752,0.7988176964149504,0.7894736842105263,0.6811594202898551,0.7894736842105263,47,22,8,30
glass1,1,1,SMOTE,0.7757009345794392,0.7610602593440122,0.7593806943171533,0.6923076923076923,0.516439803778553,0.8470633104500382,0.7105263157894737,0.8115942028985508,0.7105263157894737,56,13,11,27
glass1,1,1,Residual-Guided GMM,0.7663551401869159,0.7656369183829138,0.7656329050090825,0.6987951807228916,0.5150301708860041,0.8516399694889397,0.7631578947368421,0.7681159420289855,0.7631578947368421,53,16,9,29
glass1,1,2,Original GB,0.794392523364486,0.7873760488176964,0.787003509054873,0.725,0.5632686563007857,0.8489702517162472,0.7631578947368421,0.8115942028985508,0.7631578947368421,56,13,9,29
glass1,1,2,Random US,0.7383177570093458,0.7498093058733791,0.7487594622209768,0.6818181818181818,0.4792173375697683,0.8421052631578947,0.7894736842105263,0.7101449275362319,0.7894736842105263,49,20,8,30
glass1,1,2,Cluster US,0.7570093457943925,0.7702135774218154,0.7688639623007377,0.7045454545454546,0.5183595170506577,0.8512585812356979,0.8157894736842105,0.7246376811594203,0.8157894736842105,50,19,7,31
glass1,1,2,SMOTE,0.8130841121495327,0.8077803203661327,0.8075728530872482,0.75,0.6032618522026995,0.8499237223493517,0.7894736842105263,0.8260869565217391,0.7894736842105263,57,12,8,30
glass1,1,2,Residual-Guided GMM,0.7663551401869159,0.7656369183829138,0.7656329050090825,0.6987951807228916,0.5150301708860041,0.8638443935926774,0.7631578947368421,0.7681159420289855,0.7631578947368421,53,16,9,29
glass1,2,1,Original GB,0.7663551401869159,0.7479023646071701,0.7451854109683449,0.6753246753246753,0.49299242786131936,0.8192219679633868,0.6842105263157895,0.8115942028985508,0.6842105263157895,56,13,12,26
glass1,2,1,Random US,0.7102803738317757,0.7339816933638443,0.7294083995076498,0.6666666666666666,0.448069314191327,0.7868039664378337,0.8157894736842105,0.6521739130434783,0.8157894736842105,45,24,7,31
glass1,2,1,Cluster US,0.7383177570093458,0.755720823798627,0.7533297557005156,0.6888888888888889,0.48969922602328403,0.8119755911517926,0.8157894736842105,0.6956521739130435,0.8157894736842105,48,21,7,31
glass1,2,1,SMOTE,0.6915887850467289,0.6958428680396644,0.6956879281429601,0.6206896551724138,0.37622015942531867,0.8196033562166285,0.7105263157894737,0.6811594202898551,0.7105263157894737,47,22,11,27
glass1,2,1,Residual-Guided GMM,0.6822429906542056,0.694508009153318,0.6932165600190666,0.6222222222222222,0.37247815849645766,0.8249427917620137,0.7368421052631579,0.6521739130434783,0.7368421052631579,45,24,10,28
glass1,2,2,Original GB,0.794392523364486,0.7755530129672006,0.7728221040942469,0.7105263157894737,0.5511060259344012,0.8581235697940504,0.7105263157894737,0.8405797101449275,0.7105263157894737,58,11,11,27
glass1,2,2,Random US,0.7570093457943925,0.7761250953470633,0.7733154473325504,0.7111111111111111,0.5287729151988928,0.8096872616323417,0.8421052631578947,0.7101449275362319,0.8421052631578947,49,20,6,32
glass1,2,2,Cluster US,0.7289719626168224,0.7425629290617849,0.7410796749798176,0.6741573033707865,0.4648273419450938,0.8272311212814645,0.7894736842105263,0.6956521739130435,0.7894736842105263,48,21,8,30
glass1,2,2,SMOTE,0.7850467289719626,0.7742181540808544,0.7733154473325504,0.7088607594936709,0.5398568872034072,0.8565980167810832,0.7368421052631579,0.8115942028985508,0.7368421052631579,56,13,10,28
glass1,2,2,Residual-Guided GMM,0.822429906542056,0.8386727688787186,0.8367967692050114,0.7816091954022989,0.6506007820246991,0.8627002288329519,0.8947368421052632,0.782608695652174,0.8947368421052632,54,15,4,34
glass1,3,1,Original GB,0.8037383177570093,0.7532418001525554,0.7327991952536893,0.676923076923077,0.5580265414192476,0.8508771929824561,0.5789473684210527,0.927536231884058,0.5789473684210527,64,5,16,22
glass1,3,1,Random US,0.6635514018691588,0.6681922196796339,0.66800019183598,0.5909090909090909,0.32264861964621044,0.7711670480549199,0.6842105263157895,0.6521739130434783,0.6842105263157895,45,24,12,26
glass1,3,1,Cluster US,0.7289719626168224,0.7189168573607934,0.7180786296659397,0.6419753086419753,0.427367339890498,0.7875667429443174,0.6842105263157895,0.7536231884057971,0.6842105263157895,52,17,12,26
glass1,3,1,SMOTE,0.8130841121495327,0.7841342486651411,0.7777414542388075,0.7222222222222222,0.5840755628368569,0.8310450038138826,0.6842105263157895,0.8840579710144928,0.6842105263157895,61,8,12,26
glass1,3,1,Residual-Guided GMM,0.7757009345794392,0.778794813119756,0.7787215950867564,0.7142857142857143,0.5389980519981428,0.8310450038138826,0.7894736842105263,0.7681159420289855,0.7894736842105263,53,16,8,30
glass1,3,2,Original GB,0.8037383177570093,0.770976353928299,0.7626382407103287,0.704225352112676,0.561571300092629,0.8581235697940502,0.6578947368421053,0.8840579710144928,0.6578947368421053,61,8,13,25
glass1,3,2,Random US,0.7663551401869159,0.7656369183829138,0.7656329050090825,0.6987951807228916,0.5150301708860041,0.8699466056445462,0.7631578947368421,0.7681159420289855,0.7631578947368421,53,16,9,29
glass1,3,2,Cluster US,0.794392523364486,0.7814645308924485,0.7801894976054939,0.717948717948718,0.5568043465136189,0.8257055682684974,0.7368421052631579,0.8260869565217391,0.7368421052631579,57,12,10,28
glass1,3,2,SMOTE,0.7850467289719626,0.7623951182303585,0.7583755572858574,0.6933333333333334,0.528022231517588,0.84744469870328,0.6842105263157895,0.8405797101449275,0.6842105263157895,58,11,12,26
glass1,3,2,Residual-Guided GMM,0.8037383177570093,0.7946224256292906,0.7939992333804207,0.7341772151898734,0.5800270450133965,0.8764302059496567,0.7631578947368421,0.8260869565217391,0.7631578947368421,57,12,9,29
